KIC Teff Teff_err logg logg_err feh feh_err NoCorM NoCorM_err NoCorR NoCorR_err RGBcorM RGBcorM_err RGBcorR RGBcorR_err ClcorM ClcorM_err ClcorR ClcorR_err Phase RA DEC
 7982835 5078 162 2.495 0.012 -0.07 0.30 1.41 0.13 11.14 0.37 1.41 0.13 11.14 0.37 1.44 0.13 11.23  0.37 2 298.6058921376356 +43.7567246059430
 7983015 4670  80 3.038 0.006  0.29 0.15 1.26 0.06  5.62 0.10 1.17 0.06  5.42 0.10 1.26 0.06  5.62  0.10 1 298.6529915058482 +43.7230386145141
 7983031 4668 140 2.432 0.017  0.56 0.30 1.30 0.34 11.47 1.40 1.23 0.31 11.16 1.35 1.30 0.34 11.46  1.40 2 298.6573530561851 +43.7515827507949
 7983221 5026  80 2.842 0.009  0.08 0.15 2.38 0.17  9.69 0.24 2.40 0.17  9.74 0.25 2.46 0.17  9.86  0.25 2 298.7024056218441 +43.7182032949524
 7983431 4725  80 2.949 0.006 -0.10 0.15 1.13 0.05  5.91 0.10 1.03 0.05  5.62 0.10 1.13 0.05  5.91  0.10 1 298.7593983730342 +43.7650304973019
 7983470 4743  80 2.992 0.006  0.41 0.15 1.30 0.06  6.03 0.11 1.25 0.06  5.91 0.10 1.30 0.06  6.02  0.11 1 298.771331500 +43.766296200
 7983752 4211 126 1.571 0.036 -0.47 0.30 1.70 0.50 35.33 4.00 1.58 0.46 34.15 3.83 1.69 0.50 35.30  3.99 0 298.8435461040654 +43.7550125131900
 7984243 4266 149 1.763 0.023 -0.08 0.30 1.22 0.31 24.02 2.75 1.05 0.27 22.30 2.48 1.18 0.30 23.66  2.70 0 298.976900 +43.756344
 7984854 4802  80 2.842 0.009  0.16 0.15 1.79 0.12  8.41 0.20 1.69 0.11  8.16 0.19 1.83 0.12  8.50  0.20 1 299.1306457106398 +43.7526050287111
 7985382 4809  80 2.785 0.007  0.12 0.15 1.75 0.09  8.88 0.17 1.65 0.09  8.61 0.17 1.79 0.09  8.98  0.18 1 299.2511302639450 +43.7264714347781
 7985438 4887  80 3.141 0.006  0.17 0.15 1.63 0.08  5.67 0.10 1.56 0.07  5.56 0.10 1.66 0.08  5.73  0.10 1 299.2654969589064 +43.7890746325976
 7988632 4875 147 2.479 0.018 -0.00 0.30 2.27 0.48 14.36 1.37 2.18 0.46 14.07 1.33 2.32 0.49 14.54  1.40 2 300.0343465230136 +43.7722507318451
 7988900 5046  80 2.594 0.023  0.07 0.15 3.42 0.56 15.47 0.88 3.76 0.61 16.20 0.93 3.92 0.64 16.55  0.95 2 300.0996551117930 +43.7368874308327
 7989213 4380  80 1.789 0.016 -0.24 0.15 0.96 0.33 20.68 3.41 0.81 0.26 18.95 3.00 0.93 0.31 20.34  3.33 1 300.1736791237403 +43.7787404199811
 7989220 5014  80 2.941 0.013 -0.05 0.15 2.41 0.22  8.70 0.27 2.40 0.22  8.69 0.27 2.49 0.23  8.85  0.28 2 300.1763707120235 +43.7500779481600
 8004637 4741  80 2.845 0.007  0.08 0.15 1.30 0.07  7.12 0.13 1.20 0.06  6.86 0.13 1.31 0.07  7.15  0.14 1 280.0820375318726 +43.8105962805780
 8004686 4631 135 2.262 0.027  0.58 0.30 1.21 0.25 13.47 1.01 1.11 0.23 12.91 0.96 1.20 0.24 13.39  1.01 2 280.1114986936680 +43.8614775700469
 8004863 4934  80 2.898 0.007 -0.11 0.15 1.50 0.08  7.21 0.13 1.42 0.07  7.03 0.13 1.53 0.08  7.28  0.13 1 280.2314884061745 +43.8836740151399
 8005116 4748  80 2.487 0.010  0.25 0.15 1.50 0.12 11.58 0.33 1.41 0.11 11.23 0.31 1.52 0.12 11.66  0.33 2 280.4265843824580 +43.8404356974359
 8005225 5374 152 3.021 0.008 -0.28 0.30 1.93 0.12  7.10 0.15 2.03 0.12  7.29 0.16 2.00 0.12  7.22  0.16 1 280.5141740587600 +43.8446892921947
 8005676 4878 143 2.582 0.009 -0.32 0.30 1.31 0.08  9.69 0.22 1.20 0.08  9.27 0.21 1.32 0.09  9.75  0.23 1 280.8259589268345 +43.8862171036328
 8005721 5104 148 3.039 0.008 -0.63 0.30 1.17 0.07  5.41 0.12 1.12 0.07  5.31 0.12 1.20 0.07  5.49  0.12 1 280.8555312368312 +43.8930301027995
 8005874 4440 126 1.927 0.023  0.12 0.30 1.39 0.23 21.23 1.23 1.22 0.20 19.93 1.15 1.37 0.23 21.12  1.22 0 280.9590202796734 +43.8467237671041
 8006058 4826  80 2.483 0.008 -0.24 0.15 1.35 0.09 11.03 0.30 1.23 0.08 10.52 0.29 1.36 0.09 11.08  0.30 2 281.0782720092476 +43.8674019690228
 8006060 4860 140 2.599 0.008 -0.44 0.30 1.20 0.07  9.09 0.20 1.08 0.07  8.62 0.19 1.20 0.07  9.12  0.20 1 281.0785721547743 +43.8212912652019
 8006173 5229 177 2.382 0.038 -0.45 0.30 1.08 0.33 11.10 1.27 1.11 0.33 11.23 1.29 1.10 0.33 11.21  1.28 2 281.1487992769280 +43.8237201204880
 8006369 5231 159 2.423 0.010 -0.12 0.30 1.14 0.12 10.87 0.52 1.19 0.13 11.12 0.53 1.15 0.12 10.91  0.52 2 281.2968903969647 +43.8251739181683
 8007217 4938  80 2.887 0.008  0.31 0.15 2.55 0.15  9.52 0.21 2.60 0.16  9.61 0.21 2.62 0.16  9.65  0.21 2 281.8536500484985 +43.8911491811163
 8007218 4864  80 3.187 0.006  0.05 0.15 1.48 0.08  5.13 0.12 1.40 0.08  5.00 0.12 1.50 0.08  5.17  0.12 1 281.8544787798606 +43.8084335784429
 8007431 5007 175 3.048 0.082  0.12 0.30 1.43 0.85  5.92 1.25 1.42 0.85  5.91 1.24 1.45 0.86  5.96  1.26 1 281.9954172940871 +43.8556585740661
 8007458 4919  80 2.740 0.007 -0.29 0.15 1.73 0.09  9.30 0.18 1.61 0.09  8.96 0.18 1.77 0.10  9.40  0.19 1 282.0125087317259 +43.8675058939337
 8007517 4883 141 2.556 0.009 -0.25 0.30 1.28 0.08  9.88 0.23 1.19 0.08  9.51 0.22 1.30 0.09  9.95  0.23 1 282.0561285135975 +43.8993953643922
 8007766 5149 153 2.421 0.014 -0.11 0.30 1.08 0.12 10.59 0.46 1.12 0.13 10.79 0.47 1.09 0.12 10.62  0.46 2 282.2104381912035 +43.8470883352874
 8008319 4675 135 2.419 0.016  0.57 0.30 1.19 0.14 11.16 0.47 1.14 0.13 10.92 0.46 1.20 0.14 11.18  0.48 2 282.5487219922733 +43.8633797423098
 8008349 5138 179 2.771 0.009 -0.49 0.30 1.28 0.09  7.72 0.19 1.26 0.08  7.64 0.18 1.32 0.09  7.82  0.19 1 282.5764830857399 +43.8250826713522
 8008399 4805 138 2.614 0.009  0.13 0.30 1.41 0.09  9.68 0.22 1.33 0.08  9.41 0.21 1.43 0.09  9.75  0.22 1 282.6105964412199 +43.8148849135942
 8008492 4280  80 1.652 0.027 -0.32 0.15 0.78 0.15 21.76 1.44 0.63 0.12 19.58 1.28 0.76 0.15 21.56  1.42 1 282.6654555728060 +43.8114281229359
 8008919 5651 197 3.234 0.009 -0.06 0.30 1.04 0.07  4.07 0.10 1.12 0.07  4.23 0.10 1.04 0.07  4.08  0.10 1 282.9073544631542 +43.8667520502900
 8009004 5111 151 3.222 0.008 -0.32 0.30 1.12 0.07  4.29 0.10 1.12 0.07  4.30 0.10 1.13 0.07  4.32  0.10 1 282.9618482217683 +43.8176850302236
 8009339 4761  80 2.476 0.010  0.17 0.15 1.73 0.13 12.58 0.36 1.61 0.12 12.16 0.35 1.76 0.13 12.71  0.36 2 283.1247322252895 +43.8697471460363
 8009410 5163 147 2.525 0.015 -0.23 0.30 1.76 0.21 12.01 0.52 1.75 0.20 11.96 0.52 1.81 0.21 12.16  0.53 2 283.1569801154585 +43.8935991063997
 8009448 5105 158 2.538 0.010 -0.12 0.30 1.66 0.12 11.48 0.30 1.64 0.12 11.41 0.30 1.70 0.13 11.61  0.31 1 283.1771536540646 +43.8080503847489
 8009455 5357 161 2.327 0.010 -0.51 0.30 0.75 0.07  9.84 0.40 0.80 0.08 10.15 0.41 0.77 0.08 10.00  0.40 2 283.1796182764138 +43.8872091665083
 8009525 5422 157 3.247 0.008 -0.27 0.30 1.30 0.08  4.50 0.10 1.38 0.08  4.63 0.10 1.33 0.08  4.54  0.10 1 283.2101226310555 +43.8284195506861
 8009533 5161 157 2.436 0.012 -0.12 0.30 1.43 0.14 12.00 0.47 1.45 0.14 12.09 0.47 1.46 0.14 12.11  0.47 2 283.2149052793788 +43.8705356892575
 8009582 5128 149 2.479 0.014 -0.12 0.30 1.38 0.14 11.22 0.39 1.39 0.14 11.26 0.39 1.41 0.14 11.31  0.40 2 283.2425102191876 +43.8659616162460
 8009740 4965 152 3.140 0.008  0.37 0.30 1.52 0.09  5.50 0.12 1.52 0.09  5.50 0.12 1.53 0.10  5.52  0.12 1 283.3343537856417 +43.8565501726529
 8009745 5186 161 3.198 0.008  0.11 0.30 1.45 0.09  5.02 0.12 1.50 0.10  5.11 0.12 1.47 0.09  5.05  0.12 1 283.3372106543908 +43.8460624089972
 8012611 4997 100 3.162 0.007 -0.44 0.30 1.26 0.06  4.88 0.09 1.18 0.06  4.73 0.09 1.29 0.06  4.93  0.09 1 284.6684219020868 +43.8543637564701
 8012961 4754 166 2.763 0.015 -0.28 0.30 1.42 0.27  8.20 0.72 1.26 0.24  7.73 0.67 1.41 0.27  8.17  0.72 2 284.8793903374667 +43.8685293626156
 8013023 5237 158 3.224 0.008 -0.81 0.30 1.02 0.07  4.08 0.10 1.02 0.07  4.10 0.10 1.03 0.07  4.10  0.10 1 284.9212402343400 +43.8518112963317
 8015956 4677  80 2.599 0.008 -0.48 0.15 1.15 0.07  8.92 0.20 0.99 0.06  8.26 0.18 1.11 0.07  8.76  0.19 1 286.5524094815928 +43.8550299532316
 8016113 5198 160 2.451 0.010 -0.60 0.30 1.41 0.10 11.72 0.31 1.39 0.10 11.62 0.30 1.46 0.11 11.91  0.31 1 286.6355224020026 +43.8338963576903
 8016118 5356 100 2.851 0.009 -0.03 0.15 2.12 0.15  9.04 0.25 2.28 0.17  9.38 0.26 2.19 0.16  9.19  0.25 2 286.6385999589213 +43.8500193007961
 8016119 4637  80 2.211 0.010 -0.38 0.15 1.91 0.14 17.98 0.49 1.71 0.13 17.01 0.46 1.87 0.14 17.78  0.48 1 286.6391068280160 +43.8643039593264
 8016586 4957 147 2.613 0.012 -0.01 0.30 1.77 0.16 10.89 0.34 1.70 0.15 10.66 0.33 1.82 0.16 11.03  0.34 2 286.8906903815705 +43.8221669190795
 8016650 4892 151 2.943 0.009  0.49 0.30 1.37 0.09  6.54 0.15 1.33 0.08  6.45 0.14 1.35 0.08  6.49  0.14 1 286.9242631187091 +43.8294292944414
 8017332 5027 155 2.826 0.009  0.06 0.30 1.49 0.10  7.82 0.18 1.48 0.10  7.79 0.18 1.51 0.10  7.87  0.18 1 287.2621620924730 +43.8473875961043
 8017348 5245 162 3.196 0.008 -0.13 0.30 1.54 0.10  5.19 0.11 1.58 0.10  5.26 0.12 1.57 0.10  5.24  0.12 1 287.2716441692530 +43.8749061776232
 8017367 4942 147 2.486 0.009 -0.22 0.30 1.26 0.09 10.62 0.26 1.19 0.08 10.33 0.25 1.28 0.09 10.68  0.26 1 287.2801119526267 +43.8281911110467
 8017459 5011 153 2.466 0.012  0.01 0.30 1.39 0.13 11.43 0.37 1.38 0.13 11.37 0.36 1.41 0.13 11.51  0.37 2 287.3235243949256 +43.8138468715617
 8017898 4797  80 2.786 0.007 -0.06 0.15 1.38 0.07  7.86 0.15 1.27 0.07  7.55 0.14 1.39 0.07  7.91  0.15 1 287.5239653883298 +43.8652684175329
 8018464 4793  80 2.552 0.007 -0.32 0.15 1.23 0.07  9.72 0.23 1.10 0.07  9.19 0.21 1.22 0.07  9.70  0.23 1 287.8088877318101 +43.8093036427449
 8018575 4564  80 2.167 0.023 -0.45 0.15 0.92 0.16 13.14 0.84 0.78 0.14 12.04 0.76 0.89 0.16 12.92  0.82 0 287.8696234420815 +43.8846506112881
 8019020 4782  80 2.335 0.009 -0.29 0.15 0.62 0.05  8.90 0.30 0.59 0.05  8.66 0.29 0.64 0.05  8.98  0.30 2 288.0730829974752 +43.8401937425291
 8019232 5222 150 2.435 0.010 -0.58 0.30 0.59 0.08  7.72 0.47 0.64 0.09  8.02 0.49 0.65 0.09  8.09  0.50 2 288.1793148550864 +43.8663481188121
 8019240 5042 176 2.880 0.010 -0.21 0.30 1.40 0.10  7.13 0.18 1.36 0.10  7.03 0.17 1.43 0.10  7.20  0.18 1 288.1822391567289 +43.8716010322917
 8019322 5050 155 2.750 0.009 -0.65 0.30 1.84 0.12  9.49 0.22 1.73 0.11  9.19 0.21 1.90 0.13  9.62  0.23 1 288.2178009841662 +43.8770764172803
 8019664 4887 171 2.548 0.010 -0.28 0.30 1.03 0.07  8.94 0.23 0.97 0.07  8.66 0.22 1.03 0.08  8.96  0.23 1 288.3783703869454 +43.8187182116658
 8022836 4903 150 2.891 0.008  0.17 0.30 1.35 0.08  6.90 0.15 1.32 0.08  6.82 0.15 1.37 0.08  6.94  0.15 1 289.7848392448071 +43.8672751977689
 8023029 5196 163 2.977 0.010 -0.04 0.30 1.66 0.11  6.92 0.17 1.69 0.12  6.99 0.17 1.69 0.12  6.99  0.17 1 289.8595874461158 +43.8111282292103
 8023523 5460 171 3.065 0.009 -0.64 0.30 2.38 0.17  7.49 0.19 2.60 0.18  7.83 0.19 2.67 0.19  7.94  0.20 1 290.0375788673525 +43.8761237716295
 8023581 4632  80 2.594 0.007 -0.37 0.15 1.12 0.06  8.86 0.18 0.97 0.05  8.23 0.16 1.09 0.06  8.74  0.18 1 290.0599012936700 +43.8424763797969
 8023760 5210 161 3.244 0.008 -0.05 0.30 1.34 0.08  4.59 0.10 1.39 0.09  4.66 0.10 1.36 0.08  4.62  0.10 1 290.1131597217537 +43.8514222938839
 8023982 4813  80 2.464 0.013  0.09 0.15 1.32 0.20 11.17 0.76 1.25 0.19 10.86 0.73 1.34 0.20 11.23  0.77 2 290.1920220466490 +43.8521615484693
 8024699 5239 163 2.435 0.011 -0.34 0.30 1.14 0.10 10.70 0.35 1.17 0.10 10.86 0.35 1.15 0.10 10.78  0.35 2 290.4041913704614 +43.8519020111216
 8024791 5131 162 2.357 0.018 -0.15 0.30 1.55 0.21 13.66 0.66 1.54 0.20 13.63 0.66 1.58 0.21 13.81  0.67 2 290.4364236813354 +43.8387292076942
 8025383 4979 156 2.469 0.010  0.14 0.30 1.31 0.10 11.03 0.34 1.31 0.10 11.03 0.34 1.32 0.11 11.08  0.34 2 290.6203933607874 +43.8886603018287
 8025935 5316 171 2.774 0.026  0.00 0.30 2.95 0.56 11.68 0.78 3.30 0.63 12.34 0.83 3.17 0.60 12.09  0.82 2 290.8002324265704 +43.8244511333797
 8025991 5106 155 2.827 0.008 -0.57 0.30 1.20 0.07  6.99 0.15 1.16 0.07  6.88 0.15 1.23 0.08  7.09  0.16 1 290.8201872631931 +43.8788411199066
 8026274 5169 151 3.116 0.010 -0.41 0.30 1.70 0.12  5.98 0.15 1.67 0.12  5.92 0.14 1.76 0.12  6.08  0.15 1 290.9151197322879 +43.8662350430317
 8026605 5274 167 2.454 0.012 -0.35 0.30 1.22 0.11 10.83 0.36 1.26 0.11 11.00 0.36 1.24 0.11 10.93  0.36 2 291.0287841227116 +43.8240526409613
 8026725 5361 166 3.166 0.008 -0.29 0.30 1.31 0.08  4.95 0.11 1.37 0.09  5.07 0.11 1.33 0.08  5.00  0.11 1 291.0684181151746 +43.8078166504264
 8026963 4865  80 2.889 0.007 -0.06 0.15 1.71 0.09  7.79 0.15 1.60 0.08  7.53 0.14 1.75 0.09  7.87  0.15 1 291.1575307463917 +43.8475047178484
 8027201 5089 178 2.615 0.011 -0.56 0.30 2.70 0.31 13.41 0.65 2.73 0.31 13.47 0.66 2.87 0.33 13.82  0.68 2 291.2314896547858 +43.8645454717275
 8027320 4992 174 2.501 0.011 -0.70 0.30 1.73 0.14 12.26 0.35 1.60 0.13 11.76 0.34 1.77 0.14 12.39  0.36 2 291.2713035771204 +43.8557714791523
 8027609 4924  80 3.248 0.006  0.24 0.15 1.28 0.06  4.45 0.08 1.27 0.06  4.44 0.08 1.29 0.06  4.46  0.08 1 291.3700070967088 +43.8159546058731
 8027906 5229 164 3.185 0.014 -0.22 0.30 1.28 0.12  4.79 0.16 1.32 0.13  4.86 0.16 1.30 0.12  4.83  0.16 1 291.4780871378900 +43.8048101208080
 8028908 4762  80 3.056 0.006 -0.20 0.15 1.09 0.05  5.14 0.09 0.99 0.05  4.88 0.09 1.09 0.05  5.14  0.09 1 291.8539016339959 +43.8366142454917
 8035683 5083 160 2.792 0.009 -0.32 0.30 1.29 0.08  7.57 0.17 1.26 0.08  7.48 0.17 1.32 0.08  7.64  0.17 1 294.1961466316481 +43.8792770969509
 8035785 5037 176 2.982 0.012 -0.32 0.30 1.22 0.11  5.89 0.20 1.18 0.11  5.80 0.20 1.23 0.11  5.94  0.20 1 294.2287223196175 +43.8604709308372
 8035892 5057 164 2.477 0.013  0.16 0.30 1.25 0.25 10.69 1.01 1.28 0.26 10.83 1.03 1.26 0.25 10.73  1.02 2 294.2621392280834 +43.8434067399122
 8036720 4919 158 2.659 0.009 -0.17 0.30 1.33 0.09  8.95 0.21 1.26 0.08  8.70 0.21 1.35 0.09  9.02  0.22 1 294.5255718945667 +43.8722660990672
 8036945 5007 152 2.468 0.013 -0.14 0.30 1.34 0.13 11.20 0.40 1.31 0.13 11.05 0.40 1.36 0.13 11.29  0.41 2 294.5992400314866 +43.8912807500529
 8037100 4589  80 2.054 0.011 -0.80 0.15 1.25 0.18 17.38 1.12 1.06 0.15 16.01 1.00 1.17 0.16 16.84  1.07 1 294.6498138959832 +43.8913461936523
 8037398 5123 161 3.077 0.009 -0.07 0.30 1.18 0.08  5.21 0.12 1.21 0.08  5.28 0.13 1.19 0.08  5.22  0.12 1 294.7545133114869 +43.8194897512935
 8037429 5035 161 2.444 0.018  0.19 0.30 1.48 0.45 12.09 1.77 1.49 0.46 12.13 1.78 1.50 0.46 12.18  1.79 2 294.7639363987358 +43.8379270931558
 8037930 5084 173 2.686 0.013  0.23 0.30 3.60 0.34 14.26 0.47 4.08 0.38 15.18 0.50 4.04 0.38 15.11  0.50 2 294.9164670989650 +43.8936658913239
 8038347 4956  80 2.629 0.007 -0.51 0.15 1.41 0.07  9.53 0.18 1.30 0.07  9.14 0.17 1.44 0.07  9.64  0.19 1 295.036728 +43.858894
 8039063 4630  80 2.806 0.007  0.23 0.15 1.31 0.07  7.51 0.15 1.20 0.06  7.18 0.14 1.32 0.07  7.54  0.15 1 295.2717477372491 +43.8922962073229
 8039416 4695  80 2.404 0.009  0.13 0.15 1.05 0.09 10.64 0.36 0.98 0.08 10.28 0.35 1.05 0.09 10.65  0.37 2 295.3818498347720 +43.8225230323727
 8039796 4968 158 2.464 0.012 -0.06 0.30 1.13 0.10 10.34 0.33 1.12 0.10 10.30 0.33 1.14 0.10 10.37  0.33 2 295.5112297434071 +43.8942932042840
 8040267 4871  80 3.204 0.006  0.04 0.15 1.18 0.05  4.50 0.08 1.14 0.05  4.42 0.08 1.19 0.05  4.52  0.08 1 295.6460965879301 +43.8789301606058
 8040571 5149 165 2.601 0.009 -0.11 0.30 1.81 0.12 11.15 0.27 1.80 0.12 11.14 0.27 1.85 0.13 11.29  0.27 1 295.736189 +43.848843
 8040763 4998  80 3.097 0.007 -0.02 0.15 1.70 0.09  6.10 0.12 1.64 0.09  6.00 0.12 1.73 0.09  6.16  0.12 1 295.8019058528304 +43.8410032291820
 8041904 4766  80 2.597 0.008 -0.05 0.15 1.74 0.11 10.97 0.25 1.59 0.10 10.49 0.24 1.76 0.11 11.04  0.26 1 296.1550325650847 +43.8924422649477
 8042126 4839  80 3.104 0.006 -0.44 0.15 1.06 0.05  4.79 0.08 0.95 0.04  4.53 0.08 1.06 0.05  4.78  0.08 1 296.2161315638379 +43.8987309719711
 8042598 5279 164 2.455 0.010 -0.20 0.30 0.59 0.08  7.52 0.48 0.64 0.09  7.84 0.51 0.61 0.09  7.68  0.50 2 296.3468529575268 +43.8524907514501
 8042834 4960 151 2.550 0.009 -0.25 0.30 1.89 0.13 12.09 0.29 1.78 0.12 11.74 0.28 1.94 0.13 12.25  0.30 2 296.409300 +43.839218
 8043031 4759 150 2.426 0.009 -0.74 0.30 1.23 0.08 11.25 0.28 1.05 0.07 10.39 0.26 1.17 0.08 10.99  0.27 1 296.4612907358646 +43.8862040735322
 8043136 4848 146 2.412 0.018 -0.03 0.30 1.29 0.25 11.71 1.01 1.22 0.24 11.37 0.97 1.30 0.25 11.77  1.02 1 296.4892310726992 +43.8847091092567
 8043241 4938 158 2.356 0.015 -0.22 0.30 1.09 0.13 11.49 0.52 1.05 0.12 11.26 0.50 1.10 0.13 11.52  0.52 2 296.5200461437179 +43.8995508167350
 8043596 4783  80 2.956 0.006 -0.43 0.15 1.08 0.05  5.74 0.11 0.95 0.05  5.38 0.10 1.06 0.05  5.69  0.10 1 296.6208269721195 +43.8762216790858
 8044109 4995 156 2.540 0.020  0.04 0.30 2.68 0.40 14.56 0.78 2.72 0.40 14.66 0.78 2.76 0.41 14.78  0.79 2 296.7762412043378 +43.8568200218357
 8044132 4837 151 2.322 0.034  0.08 0.30 1.47 0.53 13.88 2.17 1.39 0.50 13.50 2.09 1.49 0.54 13.97  2.19 2 296.7822616709208 +43.8124195113731
 8044218 4635  80 2.734 0.007  0.12 0.15 1.28 0.06  8.05 0.15 1.16 0.06  7.66 0.14 1.29 0.07  8.07  0.15 1 296.8033509760285 +43.8932836173487
 8045404 4043 141 2.704 0.016  0.00 0.30 1.34 0.39  8.51 1.18 1.17 0.33  7.97 1.07 1.30 0.37  8.40  1.16 1 297.1101893710261 +43.8576830242106
 8045883 4784  80 2.400 0.009 -0.12 0.15 1.04 0.07 10.65 0.30 0.96 0.07 10.25 0.28 1.04 0.07 10.67  0.30 2 297.2325973270042 +43.8614331294496
 8046212 4778  80 2.770 0.007  0.11 0.15 1.69 0.09  8.88 0.17 1.58 0.08  8.57 0.16 1.72 0.09  8.96  0.17 1 297.3051101435657 +43.8347484548408
 8046439 4984  80 2.769 0.008 -0.02 0.15 1.99 0.12  9.64 0.21 1.93 0.11  9.48 0.20 2.04 0.12  9.76  0.21 2 297.3587037011200 +43.8725071833701
 8047227 4967 160 2.540 0.011 -0.20 0.30 1.48 0.13 10.83 0.35 1.41 0.12 10.55 0.33 1.52 0.13 10.96  0.35 2 297.5430024166354 +43.8901153693494
 8051491 4662 163 2.080 0.022 -0.78 0.30 1.21 0.56 16.65 3.75 1.03 0.46 15.31 3.31 1.14 0.52 16.15  3.58 0 298.5452357338379 +43.8442125294006
 8051694 4787  80 2.520 0.013  0.17 0.15 1.48 0.15 11.06 0.40 1.39 0.14 10.74 0.39 1.50 0.15 11.14  0.40 2 298.5945702811943 +43.8684326349579
 8053949 4807  80 2.759 0.006  0.08 0.15 1.73 0.09  9.10 0.17 1.62 0.08  8.80 0.16 1.77 0.09  9.19  0.17 1 299.1696728109644 +43.8618645581576
 8053978 4569 134 2.347 0.027 -0.09 0.30 1.38 0.28 13.03 0.97 1.22 0.25 12.24 0.91 1.36 0.28 12.96  0.97 2 299.1786064241279 +43.8788196084530
 8054055 4797  80 3.003 0.006  0.16 0.15 1.40 0.07  6.19 0.11 1.33 0.07  6.02 0.11 1.42 0.07  6.22  0.12 1 299.1982770373622 +43.8507961916464
 8055041 5007  80 2.914 0.009  0.03 0.15 2.33 0.16  8.82 0.21 2.32 0.16  8.81 0.21 2.40 0.16  8.96  0.22 1 299.4275852245910 +43.8996762477031
 8055108 4971  80 2.977 0.006 -0.14 0.15 1.93 0.09  7.47 0.14 1.84 0.09  7.30 0.13 1.99 0.10  7.58  0.14 1 299.4458230453440 +43.8214568052181
 8055930 4916 157 2.417 0.012 -0.48 0.30 0.98 0.11 10.15 0.45 0.91 0.10  9.76 0.43 0.99 0.11 10.21  0.45 2 299.6417285748321 +43.8635180576473
 8056874 4899  80 2.637 0.008  0.05 0.15 1.72 0.11 10.42 0.26 1.64 0.11 10.17 0.25 1.76 0.12 10.54  0.27 2 299.8751958682080 +43.8405558926344
 8057047 4729  80 2.915 0.006  0.08 0.15 1.18 0.06  6.26 0.11 1.09 0.05  6.04 0.11 1.18 0.06  6.28  0.11 1 299.9162439708753 +43.8626334280261
 8057180 4799  80 2.863 0.007 -0.01 0.15 1.56 0.08  7.66 0.15 1.44 0.08  7.37 0.14 1.58 0.08  7.70  0.15 1 299.9504779613351 +43.8461462884204
 8058062 4936  80 3.064 0.006 -0.25 0.15 1.29 0.06  5.53 0.10 1.21 0.06  5.36 0.09 1.31 0.06  5.57  0.10 1 300.1789806308362 +43.8331453903006
 8059625 4618 161 2.384 0.017 -0.16 0.30 1.09 0.15 11.12 0.58 0.96 0.13 10.40 0.53 1.07 0.14 11.02  0.57 2 300.5695091358797 +43.8767500230938
 8073887 4832  80 3.192 0.006  0.21 0.15 1.33 0.06  4.85 0.08 1.28 0.06  4.76 0.08 1.35 0.06  4.87  0.08 1 280.3823470767808 +43.9819807897116
 8074322 4898 146 2.382 0.010  0.12 0.30 1.13 0.11 11.32 0.48 1.12 0.11 11.28 0.48 1.13 0.11 11.34  0.48 2 280.6865516602671 +43.9500487385664
 8074326 4750  80 2.446 0.016  0.15 0.15 1.11 0.13 10.43 0.42 1.05 0.12 10.16 0.41 1.11 0.13 10.45  0.42 2 280.6887486961618 +43.9590918982803
 8074520 4820 141 2.398 0.013  0.07 0.30 1.24 0.12 11.66 0.39 1.18 0.11 11.37 0.38 1.25 0.12 11.71  0.39 2 280.8390917440745 +43.9047324199932
 8074585 5006 149 2.573 0.009 -0.78 0.30 1.20 0.08  9.38 0.22 1.10 0.07  8.99 0.21 1.22 0.08  9.48  0.22 1 280.8895055954733 +43.9608278332931
 8074901 4837 141 2.559 0.010  0.01 0.30 1.56 0.11 10.88 0.28 1.47 0.11 10.54 0.27 1.58 0.11 10.95  0.28 1 281.1190749479959 +43.9010684911428
 8075126 4446 155 2.190 0.024 -0.10 0.30 1.13 0.34 14.15 1.94 0.97 0.28 13.13 1.74 1.10 0.33 13.99  1.91 0 281.2537466987992 +43.9425099747444
 8076215 5448 157 3.141 0.008 -0.40 0.30 2.28 0.14  6.72 0.15 2.49 0.15  7.02 0.16 2.46 0.15  6.98  0.16 1 281.9545777760821 +43.9806112212781
 8077561 5159 180 2.795 0.010 -0.63 0.30 1.31 0.09  7.60 0.19 1.28 0.09  7.49 0.19 1.35 0.10  7.71  0.20 1 282.7255207650917 +43.9202312299056
 8077790 4841  80 3.065 0.006  0.08 0.15 1.33 0.06  5.60 0.10 1.27 0.06  5.47 0.09 1.35 0.06  5.64  0.10 1 282.8234278269337 +43.9363134984710
 8078495 5188 154 3.158 0.008 -0.10 0.30 1.39 0.08  5.15 0.11 1.42 0.09  5.21 0.11 1.41 0.09  5.19  0.11 1 283.1273818094221 +43.9779026054792
 8078554 4836  80 2.462 0.018 -0.06 0.15 1.20 0.19 10.68 0.69 1.13 0.18 10.36 0.66 1.21 0.19 10.71  0.69 2 283.1603011024170 +43.9310794061498
 8080889 5028 151 3.174 0.008  0.20 0.30 1.27 0.08  4.83 0.11 1.30 0.08  4.88 0.11 1.28 0.08  4.85  0.11 1 284.3602356647400 +43.9973591783086
 8081069 4746 100 2.432 0.012 -0.24 0.30 1.12 0.11 10.64 0.40 1.00 0.10 10.05 0.37 1.11 0.11 10.60  0.39 2 284.4467220487936 +43.9584410555272
